species	OTU
JN085489-1-1385-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Xanthobacteraceae-Bradyrhizobium-Bradyrhizobium-sp-ORS-3635	otu1248
KY624609-1-1210-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Xanthobacteraceae-Rhodopseudomonas-Rhodopseudomonas-palustris	otu1249
L11663-1-1462-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Xanthobacteraceae-Nitrobacter-Nitrobacter-hamburgensis	otu1250
DI166827-8-1464-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Xanthobacteraceae-Nitrobacter-Nitrobacter-winogradskyi	otu1251
KM061381-1-1394-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Xanthobacteraceae-Nitrobacter-Nitrobacter-sp-NKU	otu1252
FR733697-1-1477-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Xanthobacteraceae-Oligotropha-Oligotropha-carboxidovorans	otu1253
AJ300771-1-1402-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Beijerinckiaceae-Bosea-Afipia-sp-LMG-19832	otu1254
JN685307-1-1450-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Beijerinckiaceae-Methylobacterium-Methylorubrum-Methylobacterium-nodulans	otu1255
JN047544-1-1431-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Beijerinckiaceae-Methylobacterium-Methylorubrum-Methylobacterium-radiotolerans	otu1256
NR_074215-1-Methylobacterium-chloromethanicum-CM4-16S-ribosomal-RNA-partial-sequence	otu1257
AGJK01000112-11201-12673-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Beijerinckiaceae-Methylobacterium-Methylorubrum-Methylobacterium-extorquens-DSM-13060	otu1258
NR_074257-1-Methylobacterium-populi-BJ001-16S-ribosomal-RNA-partial-sequence	otu1259
JN089713-1-1329-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Beijerinckiaceae-Methylobacterium-Methylorubrum-Methylobacterium-sp-MSF-31	otu1260
AJ563931-1-1432-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Beijerinckiaceae-Beijerinckia-Beijerinckia-indica-subsp-lacticogenes	otu1261
AJ491847-1-1409-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Beijerinckiaceae-Methylocella-Methylocella-silvestris	otu1262
Y14308-1-1446-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Hyphomicrobiaceae-Hyphomicrobium-Hyphomicrobium-denitrificans	otu1263
AM691111-1-1470-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Rhodomicrobiaceae-Rhodomicrobium-Rhodomicrobium-vannielii	otu1264
AF544015-1-1455-Bacteria-Proteobacteria-Alphaproteobacteria-Caulobacterales-Parvularculaceae-Parvularcula-Parvularcula-bermudensis	otu1265
AY387398-1-1451-Bacteria-Proteobacteria-Alphaproteobacteria-Parvibaculales-Parvibaculaceae-Parvibaculum-Parvibaculum-lavamentivorans	otu1266
KC014612-1-1499-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Paracoccus-Paracoccus-aminophilus	otu1267
AF250334-1-1356-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Paracoccus-Paracoccus-methylutens	otu1268
AJ288159-1-1297-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Paracoccus-Paracoccus-denitrificans	otu1269
JAEM01000091-3866-5308-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Paracoccus-Paracoccus-pantotrophus-J46	otu1270
CP012909-59515-60981-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Ketogulonicigenium-Ketogulonicigenium-vulgare	otu1271
ARNL01000045-4144-5586-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Yoonia-Loktanella-Loktanella-vestfoldensis-DSM-16212	otu1272
DQ915616-1-1304-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Oceanicola-Oceanicola-granulosus	otu1273
AF539789-1-1422-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Celeribacter-Rhodobacteraceae-bacterium-R11	otu1274
DQ915443-1-1407-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Maritimibacter-Maritimibacter-alkaliphilus	otu1275
JQ660974-1-1330-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Dinoroseobacter-Dinoroseobacter-shibae	otu1276
FJ436723-1-1303-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Jannaschia-Jannaschia-sp-ZXM109	otu1277
KJ786456-1-1291-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Roseovarius-Roseovarius-sp-D12-1	otu1278
DQ915631-1-1306-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Ruegeria-Ruegeria-pomeroyi	otu1279
JN594621-1-1345-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Epibacterium-Ruegeria-sp-cu2i-108	otu1280
MF449184-1-1220-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Ruegeria-Ruegeria-lacuscaerulensis	otu1281
GQ391995-1-1220-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Ruegeria-Silicibacter-sp-PaD1-52b	otu1282
AATQ01000039-15924-17359-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Pelagibaca-Pelagibaca-bermudensis-HTCC2601	otu1283
JN791324-1-1306-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Citreicella-Citreicella-sp-MG20	otu1284
JN791323-1-1303-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Yangia-Roseobacter-sp-MG19	otu1285
DQ915625-1-1309-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Roseovarius-Roseovarius-nubinhibens	otu1286
JN689481-1-1319-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Phaeobacter-Phaeobacter-gallaeciensis	otu1287
JQ045812-1-1379-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Sagittula-Sagittula-stellata	otu1288
NR_029107-1-Oceanicola-batsensis-strain-HTCC2597-16S-ribosomal-RNA-partial-sequence	otu1289
GU474856-22893-24315-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-uncultured-uncultured-Rhodobacterales-bacterium-HF0070_10D05	otu1290
KJ475183-1-1344-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Octadecabacter-Octadecabacter-antarcticus	otu1291
ABID01000006-59862-61305-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Oceanibulbus-Oceanibulbus-indolifex-HEL-45	otu1292
JN121396-1-1357-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Sulfitobacter-Sulfitobacter-sp-CB-2047	otu1293
JQ045808-1-1393-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Roseobacter-Roseobacter-denitrificans	otu1294
JQ045809-1-1369-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Roseobacter-Roseobacter-litoralis	otu1295
KJ776415-1-1299-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Paenirhodobacter-Rhodobacter-capsulatus	otu1296
HG529995-1-1433-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Rhodobacter-Rhodobacter-sp-AK39	otu1297
KJ776410-1-1297-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Rhodobacter-Rhodobacter-blasticus	otu1298
JN256030-1-1313-Bacteria-Proteobacteria-Alphaproteobacteria-Rhodobacterales-Rhodobacteraceae-Rhodobacter-Rhodobacter-sphaeroides	otu1299
AJ007807-1-1387-Bacteria-Proteobacteria-Alphaproteobacteria-Caulobacterales-Hyphomonadaceae-Maricaulis-Maricaulis-maris	otu1300
KY770689-1-1350-Bacteria-Proteobacteria-Alphaproteobacteria-Caulobacterales-Hyphomonadaceae-Oceanicaulis-Oceanicaulis-sp-	otu1301
AJ421782-1-1419-Bacteria-Proteobacteria-Alphaproteobacteria-Caulobacterales-Hyphomonadaceae-Hirschia-Hirschia-baltica	otu1302
KF863147-1-1419-Bacteria-Proteobacteria-Alphaproteobacteria-Caulobacterales-Hyphomonadaceae-Hyphomonas-Hyphomonas-neptunium	otu1303
JN848338-1-1371-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Stappiaceae-Pseudovibrio-Pseudovibrio-sp-OEX34	otu1304
MG996685-1-1386-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Stappiaceae-Roseibium-Roseibium-sp-	otu1305
JQ738393-1-1337-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Stappiaceae-Labrenzia-Labrenzia-aggregata	otu1306
AJ582083-1-1300-Bacteria-Proteobacteria-Alphaproteobacteria-Rhizobiales-Stappiaceae-Labrenzia-Labrenzia-alexandrii-DFL-11	otu1307
KC921184-1-1335-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Sphingopyxis-Sphingopyxis-alaskensis	otu1308
FJ263372-1-1408-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Sphingopyxis-Sphingopyxis-macrogoltabida	otu1309
DQ886587-1-1357-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Sphingomonas-Sphingomonas-wittichii-DP58	otu1310
X87163-1-1429-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Sphingobium-Sphingobium-chlorophenolicum	otu1311
JX002660-1-1451-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Sphingobium-Sphingobium-japonicum	otu1312
AB000106-1-1343-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Sphingobium-Sphingomonas-sp-	otu1313
X94098-1-1438-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Sphingobium-Sphingobium-xenophagum	otu1314
KY643709-1-1301-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Sphingobium-Sphingobium-yanoikuyae	otu1315
AJ007800-1-1416-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Sphingomonas-Asticcacaulis-excentricus	otu1316
MG456806-1-1409-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Blastomonas-Albidiferax-ferrireducens	otu1317
MF495818-1-1240-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Novosphingobium-Novosphingobium-aromaticivorans	otu1318
JN368468-1-1234-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Erythrobacter-Erythrobacter-sp-RJA4092	otu1319
AB013354-1-1408-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Erythrobacter-Erythrobacter-litoralis	otu1320
Y16267-1-1416-Bacteria-Proteobacteria-Alphaproteobacteria-Sphingomonadales-Sphingomonadaceae-Erythrobacter-Citromicrobium-bathyomarinum	otu1321
CP001751-2138901-2140385-Bacteria-Proteobacteria-Alphaproteobacteria-Puniceispirillales-SAR116-clade-Candidatus-Puniceispirillum-Candidatus-Puniceispirillum-marinum-IMCC1322	otu1322
CP000613-3658386-3659809-Bacteria-Proteobacteria-Alphaproteobacteria-Azospirillales-Azospirillaceae-Rhodocista-Rhodospirillum-centenum-SW	otu1323
AF533353-1-1411-Bacteria-Proteobacteria-Alphaproteobacteria-Acetobacterales-Acetobacteraceae-Roseomonas-Roseomonas-cervicalis	otu1324
X75265-1-1280-Bacteria-Proteobacteria-Alphaproteobacteria-Acetobacterales-Acetobacteraceae-Acidiphilium-Acidiphilium-cryptum	otu1325
AB006711-1-1451-Bacteria-Proteobacteria-Alphaproteobacteria-Acetobacterales-Acetobacteraceae-Acidiphilium-Acidiphilium-multivorum	otu1326
JQ280391-1-1257-Bacteria-Proteobacteria-Alphaproteobacteria-Acetobacterales-Acetobacteraceae-Gluconacetobacter-Gluconacetobacter-diazotrophicus	otu1327
NR_112227-1-Gluconacetobacter-hansenii-strain-NBRC-14820-16S-ribosomal-RNA-partial-sequence	otu1328
NR_118191-1-Gluconacetobacter-xylinus-strain-LMG-1515-16S-ribosomal-RNA-partial-sequence	otu1329
EF408914-1-1321-Bacteria-Proteobacteria-Alphaproteobacteria-Acetobacterales-Acetobacteraceae-Granulibacter-Granulibacter-bethesdensis	otu1330
JQ064563-1-1384-Bacteria-Proteobacteria-Alphaproteobacteria-Acetobacterales-Acetobacteraceae-Gluconobacter-Gluconobacter-oxydans	otu1331
MF457917-1-1406-Bacteria-Proteobacteria-Alphaproteobacteria-Acetobacterales-Acetobacteraceae-Acetobacter-Acetobacter-pasteurianus	otu1332
X74066-1-1480-Bacteria-Proteobacteria-Alphaproteobacteria-Acetobacterales-Acetobacteraceae-Acetobacter-Acetobacter-aceti	otu1333
JN941972-1-1400-Bacteria-Proteobacteria-Alphaproteobacteria-SAR11-clade-Clade-III-Candidatus-Pelagibacter-sp-Nan172	otu1334
EU410957-26513-27985-Bacteria-Proteobacteria-Alphaproteobacteria-SAR11-clade-Clade-I-Clade-Ia-Candidatus-Pelagibacter-ubique	otu1335
AJ235272-177323-178829-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Rickettsia-Rickettsia-prowazekii	otu1336
L36221-1-1440-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Rickettsia-Rickettsia-typhi	otu1337
L36099-27-1440-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Rickettsia-Rickettsia-akari-agent-of-rickettsialpox-	otu1338
L36103-27-1440-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Rickettsia-Rickettsia-bellii	otu1339
L36104-27-1440-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Rickettsia-Rickettsia-canadensis	otu1340
GQ329874-1-1205-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Rickettsia-Rickettsia-felis	otu1341
LN794217-1257049-1258543-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Rickettsia-Rickettsia-monacensis	otu1342
L36098-38-1432-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Rickettsia-Rickettsia-africae	otu1343
AF541999-1-1427-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Rickettsia-Rickettsia-conorii	otu1344
HF935070-1-1215-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Rickettsia-Rickettsia-peacockii	otu1345
L36217-1-1440-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Rickettsia-Rickettsia-rickettsii	otu1346
LAOH01000059-13297-14781-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Rickettsia-Candidatus-Rickettsia-amblyommii-str-Darkwater	otu1347
HM050271-1-1423-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Rickettsia-Rickettsia-sibirica	otu1348
L36106-27-1440-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Rickettsia-Rickettsia-massiliae	otu1349
L36222-1-1448-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Orientia-Orientia-tsutsugamushi	otu1350
JN204495-1-1436-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Rickettsiaceae-Candidatus-Hemipteriphilus-Rickettsia-endosymbiont-of-Bemisia-tabaci	otu1351
HZ486044-6-1482-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Anaplasmataceae-Neorickettsia-Neorickettsia-risticii-Potomac-horse-fever-agent-	otu1352
HZ486045-6-1482-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Anaplasmataceae-Neorickettsia-Neorickettsia-sennetsu	otu1353
JN204507-1-1438-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Anaplasmataceae-Wolbachia-Wolbachia-endosymbiont-of-Bemisia-tabaci	otu1354
U83092-1-1433-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Anaplasmataceae-Wolbachia-Wolbachia-sp-	otu1355
KP062966-1-1358-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Anaplasmataceae-Anaplasma-Anaplasma-centrale	otu1356
AJ633048-1-1425-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Anaplasmataceae-Anaplasma-Anaplasma-marginale	otu1357
X62432-1-1457-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Anaplasmataceae-Ehrlichia-Ehrlichia-ruminantium-heartwater-rickettsia-	otu1358
AF536827-1-1387-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Anaplasmataceae-Ehrlichia-Ehrlichia-canis	otu1359
U60476-1-1403-Bacteria-Proteobacteria-Alphaproteobacteria-Rickettsiales-Anaplasmataceae-Ehrlichia-Ehrlichia-chaffeensis	otu1360
KM020009-1-1457-Bacteria-Cyanobacteria-Cyanobacteriia-Gloeobacterales-Gloeobacteraceae-Gloeobacter-PCC-7421-Gloeobacter-violaceus-SAG-35-87	otu1361
JN680690-1-1421-Bacteria-Cyanobacteria-Cyanobacteriia-Synechococcales-Synechococcaceae-Synechococcus-PCC-7942-Synechococcus-elongatus-simbu1	otu1362
JQ070060-1-1206-Bacteria-Cyanobacteria-Cyanobacteriia-Synechococcales-Cyanobiaceae-Cyanobium-PCC-6307-Cyanobium-sp-UAM-406	otu1363
FW306008-208851-210315-Bacteria-Cyanobacteria-Cyanobacteriia-Synechococcales-Cyanobiaceae-Prochlorococcus-MIT9313-Prochlorococcus-marinus	otu1364
AF539812-1-1424-Bacteria-Cyanobacteria-Cyanobacteriia-Synechococcales-Cyanobiaceae-Synechococcus-CC9902-Synechococcus-sp-WH-8012	otu1365
JN886025-1-1260-Bacteria-Cyanobacteria-Cyanobacteriia-Cyanobacteriales-Nostocaceae-Cylindrospermopsis-CRJ1-Cylindrospermopsis-raciborskii-UAM520	otu1366
EU552069-1-1481-Bacteria-Cyanobacteria-Cyanobacteriia-Cyanobacteriales-Nostocaceae-Cylindrospermopsis-CRJ1-Raphidiopsis-brookii-D9	otu1367
MF423478-1-1479-Bacteria-Cyanobacteria-Cyanobacteriia-Cyanobacteriales-Nostocaceae-Cylindrospermum-PCC-7417-Cylindrospermum-sp-CENA33	otu1368
JQ070066-1-1210-Bacteria-Cyanobacteria-Cyanobacteriia-Cyanobacteriales-Nostocaceae-Tolypothrix-Nostoc-punctiforme-UAM-393	otu1369
AJ133161-1-1444-Bacteria-Cyanobacteria-Cyanobacteriia-Cyanobacteriales-Nostocaceae-Nostoc-PCC-7107-Nostoc-sp-152	otu1370
AJ133179-1-1445-Bacteria-Cyanobacteria-Cyanobacteriia-Cyanobacteriales-Nostocaceae-Nodularia-PCC-9350-Nodularia-spumigena	otu1371
JN399098-1-1266-Bacteria-Cyanobacteria-Cyanobacteriia-Cyanobacteriales-Phormidiaceae-Trichodesmium-IMS101-Lyngbya-sp-SM-12	otu1372
KM982563-1-1436-Bacteria-Cyanobacteria-Cyanobacteriia-Cyanobacteriales-Phormidiaceae-Trichodesmium-IMS101-Trichodesmium-erythraeum-SERB-14	otu1373
JN831262-1-1482-Bacteria-Cyanobacteria-Cyanobacteriia-Cyanobacteriales-Phormidiaceae-Arthrospira-PCC-7345-Arthrospira-maxima-UTEX-LB-2342	otu1374
JN831264-1-1482-Bacteria-Cyanobacteria-Cyanobacteriia-Cyanobacteriales-Phormidiaceae-Arthrospira-PCC-7345-Arthrospira-platensis-PCC-7345	otu1375
NR_125521-1-Microcoleus-chthonoplastes-strain-SAG-2209-16S-ribosomal-RNA-partial-sequence	otu1376
AJ133171-1-1444-Bacteria-Cyanobacteria-Cyanobacteriia-Cyanobacteriales-Microcystaceae-Microcystis-PCC-7914-Microcystis-aeruginosa-PCC-7941	otu1377
AESD01000223-139-1640-Bacteria-Cyanobacteria-Cyanobacteriia-Cyanobacteriales-Microcystaceae-Crocosphaera-Crocosphaera-watsonii-WH-0003	otu1378
AJ000715-1-1454-Bacteria-Cyanobacteria-Cyanobacteriia-Cyanobacteriales-Microcystaceae-Cyanothece-PCC-7424-Cyanothece-sp-PCC-7424	otu1379
AB058298-1-1420-Bacteria-Cyanobacteria-Cyanobacteriia-Thermosynechococcales-Acaryochloridaceae-Acaryochloris-MBIC11017-Acaryochloris-marina	otu1380
AB003163-1-1437-Bacteria-Cyanobacteria-Cyanobacteriia-Leptolyngbyales-Leptolyngbyaceae-Leptolyngbya-PCC-6306-Oscillatoria-sp-IAM-M-117	otu1381
KY807918-1-1349-Bacteria-Cyanobacteria-Cyanobacteriia-Oxyphotobacteria-Incertae-Sedis-Unknown-Family-Leptolyngbya-LEGE-06070-Leptolyngbya-valderiana-SABC022801	otu1382
MF405397-1-1355-Bacteria-Cyanobacteria-Cyanobacteriia-Thermosynechococcales-Thermosynechococcaceae-Thermosynechococcus-BP-1-Thermosynechococcus-elongatus-PKUAC-SCTC112	otu1383
DQ991965-1-1530-Bacteria-Chrysiogenetota-Chrysiogenetes-Chrysiogenales-Chrysiogenaceae-Desulfurispirillum-Desulfurispirillum-indicum-S5	otu1384
AB364234-1-1487-Bacteria-Deferribacterota-Deferribacteres-Deferribacterales-Deferribacteraceae-Calditerrivibrio-Calditerrivibrio-nitroreducens	otu1385
JQ346740-1-1410-Bacteria-Deferribacterota-Deferribacteres-Deferribacterales-Deferribacteraceae-Deferribacter-Deferribacter-desulfuricans-SSM1	otu1386
AF146526-1-1516-Bacteria-Deferribacterota-Deferribacteres-Deferribacterales-Deferribacteraceae-Denitrovibrio-Denitrovibrio-acetiphilus	otu1387
AJ505938-1-1434-Bacteria-Fibrobacterota-Fibrobacteria-Fibrobacterales-Fibrobacteraceae-Fibrobacter-Fibrobacter-succinogenes	otu1388
AB072735-1-1446-Bacteria-Gemmatimonadota-Gemmatimonadetes-Gemmatimonadales-Gemmatimonadaceae-Gemmatimonas-Gemmatimonas-aurantiaca	otu1389
AQTV01000144-6373-7900-Bacteria-Poribacteria-Candidatus-Poribacteria-sp-WGA-4E	otu1390
AJ231183-1-1477-Bacteria-Planctomycetota-Planctomycetes-Pirellulales-Pirellulaceae-Pirellula-Pirellula-staleyi	otu1391
JN236501-1-1455-Bacteria-Planctomycetota-Planctomycetes-Pirellulales-Pirellulaceae-Rhodopirellula-Rhodopirellula-baltica	otu1392
X62912-1-1503-Bacteria-Planctomycetota-Planctomycetes-Pirellulales-Pirellulaceae-Blastopirellula-Blastopirellula-marina	otu1393
AJ231191-1-1446-Bacteria-Planctomycetota-Planctomycetes-Gemmatales-Gemmataceae-Gemmata-Gemmata-obscuriglobus	otu1394
NR_074670-1-Planctomyces-limnophilus-strain-DSM-3776-16S-ribosomal-RNA-partial-sequence	otu1395
NR_119186-1-Planctomyces-brasiliensis-DSM-5305-strain-ATCC-49424-16S-ribosomal-RNA-partial-sequence	otu1396
NR_025327-1-Planctomyces-maris-strain-534-30-16S-ribosomal-RNA-partial-sequence	otu1397
AB266750-1-1457-Bacteria-Verrucomicrobiota-Verrucomicrobiae-Opitutales-Puniceicoccaceae-Coraliomargarita-Coraliomargarita-akajimensis	otu1398
AJ229239-1-1456-Bacteria-Verrucomicrobiota-Verrucomicrobiae-Opitutales-Opitutaceae-Opitutus-Opitutus-terrae	otu1399
EU223931-1-1517-Bacteria-Verrucomicrobiota-Verrucomicrobiae-Methylacidiphilales-Methylacidiphilaceae-Candidatus-Methylacidiphilum-Methylacidiphilum-infernorum-V4	otu1400
AY388649-1-1360-Bacteria-Verrucomicrobiota-Verrucomicrobiae-Chthoniobacterales-Chthoniobacteraceae-Chthoniobacter-Chthoniobacter-flavus	otu1401
